Filename,Code,Product,Ordered,Qty,Ordered_Cases,Ordered_Units,Delivered_Cases,Delivered_Units,Case_Size,Total_Ordered_Units,Total_Delivered_Units,RSP,Price,Unit_Cost,Tax,Value,Price_Valid,Calc_Method,Expected_Value
Invoice(43).pdf,43023A,Bergerie Goat's Yoghurt Vanilla (Org) 8x125g,1/2,1/2,1.0,2.0,1.0,2.0,8,10.0,10.0,1.53,8.73,1.09,0.00,10.91,✓,,
Invoice(43).pdf,43571A,Bergerie Goat's Natural Yoghurt (Org) 6x400g,0/4,0/4,0.0,4.0,0.0,4.0,6,4.0,4.0,4.85,20.78,3.46,0.00,13.85,✓,,
Invoice(43).pdf,38658B,Bio D Grapefruit Washing Up Liquid 12x750ml,1/0,1/0,1.0,0.0,1.0,0.0,12,12.0,12.0,3.69,25.74,2.15,5.92,25.74,✓,,
Invoice(43).pdf,48145B,Bio D Dishwasher Tablets 8x30Tabs,1/0,1/0,1.0,0.0,1.0,0.0,8,8.0,8.0,10.46,48.61,6.08,11.18,48.61,✓,,
Invoice(43).pdf,50929B,Bio D Cotton Fresh Fabric Conditioner 12x1Ltr,1/0,1/0,1.0,0.0,1.0,0.0,12,12.0,12.0,6.11,42.60,3.55,9.80,42.60,✓,,
Invoice(43).pdf,27646B,BioKult Bio Kult Candea Probiotics 1x60s,1,1,0,1.0,0,1.0,1,1.0,1.0,19.95,11.72,11.72,1.58,11.72,✓,,
Invoice(43).pdf,14037A,Biona Whole Cherry Tomatoes (Org) 12x400g,1/0,1/0,1.0,0.0,1.0,0.0,12,12.0,12.0,2.03,17.44,1.45,0.00,17.44,✓,,
Invoice(43).pdf,14050A,Biona Cranberry Fruit Drink NAS 6x750ml,1/0,1/0,1.0,0.0,1.0,0.0,6,6.0,6.0,7.04,24.52,4.09,5.64,24.52,✓,,
Invoice(43).pdf,14123A,Biona Spelt Spaghetti Wholemeal (Org) 12x500g,1/0,1/0,1.0,0.0,1.0,0.0,12,12.0,12.0,3.37,28.87,2.41,0.00,28.87,✓,,
Invoice(43).pdf,17079A,Biona Cannellini Beans (Org) 6x400g,1/0,1/0,1.0,0.0,1.0,0.0,6,6.0,6.0,1.62,6.93,1.16,0.00,6.93,✓,,
Invoice(43).pdf,22905A,Biona Sour Snakes (Org) 10x75g,1/0,1/0,1.0,0.0,1.0,0.0,10,10.0,10.0,2.68,15.55,1.56,3.58,15.55,✓,,
Invoice(43).pdf,41190A,Biona Black Chick Peas (Org) 6x400g,1/0,1/0,1.0,0.0,1.0,0.0,6,6.0,6.0,1.55,6.63,1.10,0.00,6.63,✓,,
Invoice(43).pdf,39785A,Feel Good Organic KOerganic Kefir (Org) 1x250ml,6,6,0,6.0,0,6.0,1,6.0,6.0,2.65,1.89,1.89,0.00,11.34,✓,,
Invoice(43).pdf,39786A,Feel Good Organic KOerganic Kefir (Org) 1x750ml,10,10,0,10.0,0,10.0,1,10.0,10.0,6.72,4.80,4.80,0.00,47.98,✓,,
Invoice(43).pdf,12795B,Booja Booja Caramel/Pecan/Praline Ice Cream (Org 6x465ml,0/1,0/1,0.0,1.0,0.0,1.0,6,1.0,1.0,8.65,30.13,5.02,1.15,5.02,✓,,
Invoice(43).pdf,30154A,Booja Booja Vanilla Ice Cream (Org) 22x110ml,0/1,0/1,0.0,1.0,0.0,1.0,22,1.0,1.0,3.06,39.10,1.78,0.41,1.78,✓,,
Invoice(43).pdf,38694A,Booja Booja Caramel/Pecan/Praline Ice Cream (Org 22x110ml,0/2,0/2,0.0,2.0,0.0,2.0,22,2.0,2.0,3.06,39.10,1.78,0.82,3.55,✓,,
Invoice(43).pdf,47004A,Booja Booja Deeply Chocolate Truffles (Org) 8x92g,1/0,1/0,1.0,0.0,1.0,0.0,8,8.0,8.0,10.32,47.96,6.00,11.03,47.96,✓,,
Invoice(43).pdf,48978A,Booja Booja Choc Fudge Brownie Ice Cream (Org) 6x465ml,0/1,0/1,0.0,1.0,0.0,1.0,6,1.0,1.0,8.65,30.13,5.02,1.15,5.02,✓,,
Invoice(43).pdf,48979A,Booja Booja Mango & Raspberry Ice Cream (Org) 6x465ml,0/1,0/1,0.0,1.0,0.0,1.0,6,1.0,1.0,8.65,30.13,5.02,1.15,5.02,✓,,
Invoice(43).pdf,49583A,Booja Booja Mango & Raspberry Ice Cream (Org) 22x110ml,0/2,0/2,0.0,2.0,0.0,2.0,22,2.0,2.0,3.06,39.10,1.78,0.82,3.55,✓,,
Invoice(43).pdf,50335A,Booja Booja Salted Caramel Chocolate Wonders 8x65g,1/0,1/0,1.0,0.0,1.0,0.0,8,8.0,8.0,4.35,20.19,2.52,4.64,20.19,✓,,
Invoice(43).pdf,51144A,Booja-Booja Hot Chocolate (Org) 6x200g,1/0,1/0,1.0,0.0,1.0,0.0,6,6.0,6.0,8.52,29.70,4.95,6.83,29.70,✓,,
Invoice(43).pdf,50280A,Carleys English Mustard (Org) 6x170g,1/0,1/0,1.0,0.0,1.0,0.0,6,6.0,6.0,3.18,13.63,2.27,0.00,13.63,✓,,
Invoice(43).pdf,49220B,Cheeki Coffee Cup Marble 355ml 1x1,1,1,0,1.0,0,1.0,1,1.0,1.0,24.65,13.36,13.36,3.07,13.36,✓,,
Invoice(43).pdf,10691A,Clearspring Brown Rice Vinegar 6x150ml,1/0,1/0,1.0,0.0,1.0,0.0,6,6.0,6.0,3.21,13.75,2.29,0.00,13.75,✓,,
Invoice(43).pdf,10718A,Clearspring Sencha Green Tea Bags (Org) 4x20Bags,1/0,1/0,1.0,0.0,1.0,0.0,4,4.0,4.0,4.35,12.44,3.11,0.00,12.44,✓,,
Invoice(43).pdf,10727A,Clearspring Sunflower Frying Oil (Org) 6x1L,1/0,1/0,1.0,0.0,1.0,0.0,6,6.0,6.0,10.92,46.78,7.80,0.00,46.78,✓,,
Invoice(43).pdf,29106A,Clearspring Matcha Green Tea (Org) 4x20Bags,1/0,1/0,1.0,0.0,1.0,0.0,4,4.0,4.0,5.27,15.05,3.76,0.00,15.05,✓,,
Invoice(43).pdf,28240A,Clipper After Dinner Mints' Mint/Fennel (Org 4x20Bags,1/0,1/0,1.0,0.0,1.0,0.0,4,4.0,4.0,4.14,11.83,2.96,0.00,11.83,✓,,
Invoice(43).pdf,45372A,Clipper Everyday 80s (Org) 4x80Bags,3/0,3/0,3.0,0.0,3.0,0.0,4,12.0,12.0,6.18,17.66,4.42,0.00,52.98,✓,,
Invoice(43).pdf,45373A,Clipper Green 80s FT (Org) 4x80Bags,1/0,1/0,1.0,0.0,1.0,0.0,4,4.0,4.0,6.69,19.13,4.78,0.00,19.13,✓,,
Invoice(43).pdf,43210A,Cocos Coconut Milk Kefir Nat (Org)(DRS) 6x500ml,0/2,0/2,0.0,2.0,0.0,2.0,6,2.0,2.0,5.82,24.94,4.16,0.00,8.31,✓,,
Invoice(43).pdf,43210D,Cocos Deposit Coconut Milk Kefir Natural DRS-1,0,2,0,0.0,0,2.0,,0.0,2.0,0.15,0.15,0.15,0.00,0.30,✓,,
Invoice(43).pdf,43211A,Cocos Coconut Milk Kefir Strawb (Org)(DRS) 6x200ml,0/3,0/3,0.0,3.0,0.0,3.0,6,3.0,3.0,4.38,18.79,3.13,0.00,9.39,✓,,
Invoice(43).pdf,43211D,Cocos Deposit Coconut Milk Kefir Strawb DRS-1,0,3,0,0.0,0,3.0,,0.0,3.0,0.15,0.15,0.15,0.00,0.45,✓,,
Invoice(43).pdf,40167A,Cultured Food Co. RAW Sauerkraut Chilli & Dill (Org) 1x400g,3,3,0,3.0,0,3.0,1,3.0,3.0,6.05,4.32,4.32,0.00,12.96,✓,,
Invoice(43).pdf,18522B,Delamere Goat's Butter 10x250g,1/2,1/2,1.0,2.0,1.0,2.0,10,12.0,12.0,5.86,41.83,4.18,0.00,50.20,✓,,
Invoice(43).pdf,11076B,Doves Farm Rice Flour GF 5x1kg,1/0,1/0,1.0,0.0,1.0,0.0,5,5.0,5.0,3.10,9.42,1.88,0.00,9.42,✓,,
Invoice(43).pdf,11089B,Doves Farm Plain White Flour GF 5x1kg,1/0,1/0,1.0,0.0,1.0,0.0,5,5.0,5.0,3.79,11.51,2.30,0.00,11.51,✓,,
Invoice(43).pdf,11101A,Doves Farm Plain White Flour (Org) 5x1kg,4/0,4/0,4.0,0.0,4.0,0.0,5,20.0,20.0,2.46,8.79,1.76,0.00,35.17,✓,,
Invoice(43).pdf,11104B,Doves Farm Quick Yeast 8x125g,1/0,1/0,1.0,0.0,1.0,0.0,8,8.0,8.0,2.37,13.55,1.69,0.00,13.55,✓,,
Invoice(43).pdf,11108A,Doves Farm Self-Raising White Flour (Org) 5x1kg,1/0,1/0,1.0,0.0,1.0,0.0,5,5.0,5.0,2.49,8.91,1.78,0.00,8.91,✓,,
Invoice(43).pdf,11109A,Doves Farm Spelt Flour White (Org) 5x1kg,1/0,1/0,1.0,0.0,1.0,0.0,5,5.0,5.0,4.47,15.98,3.20,0.00,15.98,✓,,
Invoice(43).pdf,11110A,Doves Farm Spelt Flour Wholemeal (Org) 5x1kg,1/0,1/0,1.0,0.0,1.0,0.0,5,5.0,5.0,3.83,13.67,2.73,0.00,13.67,✓,,
Invoice(43).pdf,11114A,Doves Farm Strong White Flour (Org) 5x1.5kg,1/0,1/0,1.0,0.0,1.0,0.0,5,5.0,5.0,3.34,11.92,2.38,0.00,11.92,✓,,
Invoice(43).pdf,11120A,Doves Farm Strong Wholemeal Flour (Org) 5x1.5kg,1/0,1/0,1.0,0.0,1.0,0.0,5,5.0,5.0,3.11,11.09,2.22,0.00,11.09,✓,,
Invoice(43).pdf,14671B,Doves Farm Bicarbonate of Soda GF 5x200g,1/0,1/0,1.0,0.0,1.0,0.0,5,5.0,5.0,1.82,5.53,1.11,0.00,5.53,✓,,
Invoice(43).pdf,17607A,Doves Farm Brown Rice Penne GF (Org) 8x400g,1/0,1/0,1.0,0.0,1.0,0.0,8,8.0,8.0,5.15,29.40,3.67,0.00,29.40,✓,,
Invoice(43).pdf,26441A,Doves Farm Digestive Biscuits (Org) 12x400g,1/0,1/0,1.0,0.0,1.0,0.0,12,12.0,12.0,3.87,29.26,2.44,3.95,29.26,✓,,
Invoice(43).pdf,43664A,Doves Farm Apricot Oatbars Chia Seeds (Org) GF 18x35g,1/0,1/0,1.0,0.0,1.0,0.0,18,18.0,18.0,1.22,13.86,0.77,1.87,13.86,✓,,
Invoice(43).pdf,43666A,Doves Farm Original Oatbars Chocolate Chips (Or 18x35g,1/0,1/0,1.0,0.0,1.0,0.0,18,18.0,18.0,1.22,13.86,0.77,1.87,13.86,✓,,
Invoice(43).pdf,38821A,Dr Coys Vegetable Bouillon (Org) 6x150g,1/0,1/0,1.0,0.0,1.0,0.0,6,6.0,6.0,5.66,24.26,4.04,0.00,24.26,✓,,
Invoice(43).pdf,40073A,Dr. Bronner Naked Lip Balm (Org) 1x4g,2,2,0,2.0,0,2.0,1,2.0,2.0,5.22,2.83,2.83,1.30,5.66,✓,,
Invoice(43).pdf,40249A,Dr. Bronner Baby-Mild Castile Liquid Soap (Org) 1x946ml,1,1,0,1.0,0,1.0,1,1.0,1.0,28.94,15.69,15.69,3.61,15.69,✓,,
Invoice(43).pdf,40277A,Dr. Bronner Rose Soap Bar (Org) 1x140g,2,2,0,2.0,0,2.0,1,2.0,2.0,6.82,3.70,3.70,1.70,7.40,✓,,
Invoice(43).pdf,40283A,Dr. Bronner Orange Ginger Lip Balm (Org) 1x4g,3,3,0,3.0,0,3.0,1,3.0,3.0,5.22,2.83,2.83,1.95,8.49,✓,,
Invoice(43).pdf,19206B,Eco Bath Co Epsom Salt Bath Soak - Balance 1x1kg,1,1,0,1.0,0,1.0,1,1.0,1.0,11.38,6.17,6.17,1.42,6.17,✓,,
Invoice(43).pdf,49112A,Ecomil Coconut Milk Barista Low Sugar (Org) 6x1Ltr,1/0,1/0,1.0,0.0,1.0,0.0,6,6.0,6.0,2.55,10.94,1.82,0.00,10.94,✓,,
Invoice(43).pdf,11381B,Faith In Nature Lavender & Geranium Shampoo 6x400ml,0/2,0/2,0.0,2.0,0.0,2.0,6,2.0,2.0,8.65,22.49,3.75,1.73,7.50,✓,,
Invoice(43).pdf,46015A,"FETE Toothbrushes""Magnificent Mauve"" - Purple Soft 1x1",1,1,0,1.0,0,1.0,1,1.0,1.0,4.17,2.26,2.26,0.52,2.26,✓,,
Invoice(43).pdf,47445B,Free From Fellows Vanilla Mallows VEGAN 10x105g,1/0,1/0,1.0,0.0,1.0,0.0,10,10.0,10.0,3.23,18.73,1.87,4.31,18.73,✓,,
Invoice(43).pdf,41028A,Fushi Shea Butter Unrefined Virgin (Org) 1x200g,4,2,0,4.0,0,2.0,1,4.0,2.0,20.60,11.17,11.17,5.14,22.33,✓,,
Invoice(43).pdf,42262A,Geo Organics Tadka Dahl (Org) 6x400g,1/0,1/0,1.0,0.0,1.0,0.0,6,6.0,6.0,4.32,18.53,3.09,0.00,18.53,✓,,
Invoice(43).pdf,12047A,Holle Muesli Demeter 6x250g,1/0,1/0,1.0,0.0,1.0,0.0,6,6.0,6.0,3.98,17.05,2.84,0.00,17.05,✓,,
Invoice(43).pdf,47645A,Holle Tropic Tiger (Apple Mango & Passion 12x100g,1/0,1/0,1.0,0.0,1.0,0.0,12,12.0,12.0,1.28,10.96,0.91,0.00,10.96,✓,,
Invoice(43).pdf,50266B,Hungry Soul Garlic & Chives Cashew Cream Spread 1x120g,2,2,0,2.0,0,2.0,1,2.0,2.0,6.28,4.49,4.49,0.00,8.98,✓,,
Invoice(43).pdf,50268B,Hungry Soul Original Cashew Cream Spread 1x120g,2,2,0,2.0,0,2.0,1,2.0,2.0,6.28,4.49,4.49,0.00,8.98,✓,,
Invoice(43).pdf,23369B,If You Care Baking Sheets 31.75cm x 40.64cm 1x24Sheets,1,1,0,1.0,0,1.0,1,1.0,1.0,6.08,3.53,3.53,0.81,3.53,✓,,
Invoice(43).pdf,11574B,IND Prepack Herbs Arrowroot 3x50g,1/0,1/0,1.0,0.0,1.0,0.0,3,3.0,3.0,1.79,3.57,1.19,0.00,3.57,✓,,
Invoice(43).pdf,12509A,IND Prepacks OrganHicemp Seeds (Org) 6x250g,1/0,1/0,1.0,0.0,1.0,0.0,6,6.0,6.0,3.41,13.65,2.27,0.00,13.65,✓,,
Invoice(43).pdf,12534A,IND Prepacks OrganLicinseed Golden (Org) 6x500g,1/0,1/0,1.0,0.0,1.0,0.0,6,6.0,6.0,4.02,16.09,2.68,0.00,16.09,✓,,
Invoice(43).pdf,28551A,IND Prepacks OrganPicsyllium Husks (Org) 1x250g,2,2,0,2.0,0,2.0,1,2.0,2.0,10.48,6.99,6.99,0.00,13.97,✓,,
Invoice(43).pdf,47410A,IND Prepacks OrganGicinger Crystallised (Org) 6x250g,1/0,1/0,1.0,0.0,1.0,0.0,6,6.0,6.0,5.91,19.22,3.20,4.42,19.21,✓,,
Invoice(43).pdf,50865A,Iswari All in One Super Greens (Org) 1x200g,1,1,0,1.0,0,1.0,1,1.0,1.0,15.68,9.87,9.87,1.33,9.87,✓,,
Invoice(43).pdf,49034B,PrizMAG Pure Magnesium Bisglycinate 1x150Caps,2,2,0,2.0,0,2.0,1,2.0,2.0,34.45,20.23,20.23,5.46,40.47,✓,,
Invoice(43).pdf,49381B,Juspy Collagen Protein Cacao Superfood Ble 1x200g,2,2,0,2.0,0,2.0,1,2.0,2.0,18.89,11.89,11.89,3.21,23.78,✓,,
Invoice(43).pdf,49417B,Juspy Collagen Protein Cacao Superfood Ble 1x400g,2,2,0,2.0,0,2.0,1,2.0,2.0,32.33,20.35,20.35,5.49,40.69,✓,,
Invoice(43).pdf,45856B,Kerzenfarm Beeswax Pillar Thin 1x1,4,4,0,4.0,0,4.0,1,4.0,4.0,11.29,6.12,6.12,5.63,24.48,✓,,
Invoice(43).pdf,51133A,KIKI (*EM*) Lion's Mane Mushroom Extract (Org) 1x50ml,1,1,0,1.0,0,1.0,1,1.0,1.0,23.48,12.41,12.41,1.68,12.41,✓,,
Invoice(43).pdf,10922B,Kingfisher Baking Soda Mint 12x100ml,0/1,0/1,0.0,1.0,0.0,1.0,12,1.0,1.0,5.58,36.32,3.03,0.70,3.03,✓,,
Invoice(43).pdf,10923B,Kingfisher Fennel Fluoride Free 12x100ml,0/2,0/2,0.0,2.0,0.0,2.0,12,2.0,2.0,5.58,36.32,3.03,1.39,6.05,✓,,
Invoice(43).pdf,10924B,Kingfisher Mint Lemon Fluoride Free 12x100ml,0/2,0/2,0.0,2.0,0.0,2.0,12,2.0,2.0,5.58,36.32,3.03,1.39,6.05,✓,,
Invoice(43).pdf,16247B,Kingfisher Aloe Vera Tea Tree Fennel Toothpaste 12x100ml,0/1,0/1,0.0,1.0,0.0,1.0,12,1.0,1.0,5.58,36.32,3.03,0.70,3.03,✓,,
Invoice(43).pdf,40176B,Kingfisher Charcoal Natural Toothpaste 12x100ml,0/2,0/2,0.0,2.0,0.0,2.0,12,2.0,2.0,5.58,36.32,3.03,1.39,6.05,✓,,
Invoice(43).pdf,48138B,Kingfisher Mint Toothpaste with Fluoride 12x100ml,0/1,0/1,0.0,1.0,0.0,1.0,12,1.0,1.0,5.58,36.31,3.03,0.70,3.03,✓,,
Invoice(43).pdf,19524A,Le Pain des Fleurs Quinoa Crispbread GF FT (Org) 6x150g,1/0,1/0,1.0,0.0,1.0,0.0,6,6.0,6.0,5.03,18.99,3.16,2.56,18.99,✓,,
Invoice(43).pdf,34910A,Linwoods Milled Flaxseed 200g (Org) 1x200g,3,3,0,3.0,0,3.0,1,3.0,3.0,4.62,3.30,3.30,0.00,9.91,✓,,
Invoice(43).pdf,40917A,Lord of Tofu Tofu Natural (Org) 5x200g,0/3,0/3,0.0,3.0,0.0,3.0,5,3.0,3.0,2.48,8.87,1.77,0.00,5.32,✓,,
Invoice(43).pdf,30010B,Method Daily Granite Spray 1x354ml,2,2,0,2.0,0,2.0,1,2.0,2.0,7.18,3.34,3.34,1.53,6.67,✓,,
Invoice(43).pdf,30011B,Method Wood Polish Spray Almond 354ml 1x354ml,1,1,0,1.0,0,1.0,1,1.0,1.0,7.18,3.34,3.34,0.77,3.34,✓,,
Invoice(43).pdf,42615B,Method Rhubarb Floor Cleaner 1x739ml,3,3,0,3.0,0,3.0,1,3.0,3.0,7.18,3.34,3.34,2.30,10.01,✓,,
Invoice(43).pdf,45570B,Method Antibac Cleaner Orange Yuzu 1x828ml,1,1,0,1.0,0,1.0,1,1.0,1.0,6.37,2.96,2.96,0.68,2.96,✓,,
Invoice(43).pdf,45571B,Method Washing Up Liquid Coconut Water 1x532ml,2,2,0,2.0,0,2.0,1,2.0,2.0,5.97,3.47,3.47,1.59,6.93,✓,,
Invoice(43).pdf,12840A,Natural Cool Blueberries (Org) 10x300g,1/0,1/0,1.0,0.0,1.0,0.0,10,10.0,10.0,7.83,55.94,5.59,0.00,55.94,✓,,
Invoice(43).pdf,12842A,Natural Cool Green Beans (Org) 8x450g,0/4,0/4,0.0,4.0,0.0,4.0,8,4.0,4.0,3.05,17.42,2.18,0.00,8.71,✓,,
Invoice(43).pdf,12844A,Natural Cool Leaf Spinach (Org) 8x450g,0/2,0/2,0.0,2.0,0.0,2.0,8,2.0,2.0,3.05,17.42,2.18,0.00,4.36,✓,,
Invoice(43).pdf,12845A,Natural Cool Peas Demeter 8x450g,0/4,0/4,0.0,4.0,0.0,4.0,8,4.0,4.0,4.20,24.02,3.00,0.00,12.01,✓,,
Invoice(43).pdf,20651A,Natural Cool Raspberries (Org) 10x300g,0/8,0/8,0.0,8.0,0.0,8.0,10,8.0,8.0,7.05,50.33,5.03,0.00,40.26,✓,,
Invoice(43).pdf,20653A,Natural Cool Strawberries (Org) 10x300g,0/8,0/8,0.0,8.0,0.0,8.0,10,8.0,8.0,6.03,43.07,4.31,0.00,34.45,✓,,
Invoice(43).pdf,46445A,Natural Cool Potato Croquettes (Org) 10x400g,0/1,0/1,0.0,1.0,0.0,1.0,10,1.0,1.0,5.20,37.13,3.71,0.00,3.71,✓,,
Invoice(43).pdf,46446A,Natural Cool Mini Hash Browns (Rosti) (Org) 10x390g,0/1,0/1,0.0,1.0,0.0,1.0,10,1.0,1.0,4.74,33.83,3.38,0.00,3.38,✓,,
Invoice(43).pdf,51014A,Natural Cool Jumbo Fries (Org) 6x1.25Kg,1/0,1/0,1.0,0.0,1.0,0.0,6,6.0,6.0,8.57,36.73,6.12,0.00,36.73,✓,,
Invoice(43).pdf,43060A,Naturli Vegan Butter Block (Org) GF 15x200g,0/8,0/8,0.0,8.0,0.0,8.0,15,8.0,8.0,2.88,30.89,2.06,0.00,16.47,✓,,
Invoice(43).pdf,10947A,Nielsen Massey Vanilla Extract (Org) Madagascan 1x118ml,2,2,0,2.0,0,2.0,1,2.0,2.0,25.61,18.29,18.29,0.00,36.59,✓,,
Invoice(43).pdf,22460B,Nielsen Massey Pure Almond Extract 1x60ml,2,2,0,2.0,0,2.0,1,2.0,2.0,5.37,3.84,3.84,0.00,7.67,✓,,
Invoice(43).pdf,36154B,ProVen Probiotics A - Z Multivitamins Child (Chewable 1x30tabs,1,1,0,1.0,0,1.0,1,1.0,1.0,9.76,5.73,5.73,0.77,5.73,✓,,
Invoice(43).pdf,36155B,ProVen Probiotics Adult - 25 Billion Capsule 1x30caps,1,1,0,1.0,0,1.0,1,1.0,1.0,20.92,12.29,12.29,1.66,12.29,✓,,
Invoice(43).pdf,49256A,Rabenhorst Healthy Blood Pressure Juice (Org) 6x750ml,1/0,1/0,1.0,0.0,1.0,0.0,6,6.0,6.0,5.44,18.97,3.16,4.36,18.97,✓,,
Invoice(43).pdf,44805B,Roll It Pastry Shortcrust Pastry - Gluten Free 1x400g,1,1,0,1.0,0,1.0,1,1.0,1.0,10.23,6.44,6.44,0.87,6.43,✓,,
Invoice(43).pdf,48027A,Sambazon Acai Scoopable (Org) 1x500ml,11,11,0,11.0,0,11.0,1,11.0,11.0,8.48,4.92,4.92,12.46,54.17,✓,,
Invoice(43).pdf,37730B,Shines of Killybegs Irish Albacore Tuna in Olive Oil Tin 1x111g,10,10,0,10.0,0,10.0,1,10.0,10.0,5.41,3.87,3.87,0.00,38.67,✓,,
Invoice(43).pdf,45445B,Shines of Killybegs Wild Irish Sardines in Olive Oil 1x106g,8,8,0,8.0,0,8.0,1,8.0,8.0,3.27,2.33,2.33,0.00,18.67,✓,,
Invoice(43).pdf,48644B,Shines of Killybegs Wild Irish Tuna in Spring Water 1x104g,6,6,0,6.0,0,6.0,1,6.0,6.0,5.13,3.67,3.67,0.00,22.00,✓,,
Invoice(43).pdf,50757B,Shines of Killybegs Irish Mackerel in Brine 1x125g,6,6,0,6.0,0,6.0,1,6.0,6.0,3.15,2.25,2.25,0.00,13.51,✓,,
Invoice(43).pdf,51149B,Shines of Killybegs Skipjack Tuna in Organic Olive Oil 1x150g,3,3,0,3.0,0,3.0,1,3.0,3.0,6.16,4.40,4.40,0.00,13.20,✓,,
Invoice(43).pdf,19978A,Sojade Blueberry Soya Yoghurt (Org) 6x150g,0/4,0/4,0.0,4.0,0.0,4.0,6,4.0,4.0,1.72,7.37,1.23,0.00,4.91,✓,,
Invoice(43).pdf,22742A,Sojade Vanilla Soya Yoghurt (Org) 6x400g,0/2,0/2,0.0,2.0,0.0,2.0,6,2.0,2.0,3.37,14.44,2.41,0.00,4.81,✓,,
Invoice(43).pdf,47979A,Sojade Vanilla Dessert (Org) 8x530g,0/1,0/1,0.0,1.0,0.0,1.0,8,1.0,1.0,2.64,15.06,1.88,0.00,1.88,✓,,
Invoice(43).pdf,39157A,Sonnentor Cinnamon Ceylon Ground (Org) 6x40g,2/0,2/0,2.0,0.0,2.0,0.0,6,12.0,12.0,2.54,10.87,1.81,0.00,21.73,✓,,
Invoice(43).pdf,39212A,Sonnentor Nutmeg Ground (Org) 6x30g,1/0,1/0,1.0,0.0,1.0,0.0,6,6.0,6.0,3.96,16.99,2.83,0.00,16.99,✓,,
Invoice(43).pdf,40992A,Sonnentor Viennese Espresso Beans KILO (Org) 1x1kg,3,3,0,3.0,0,3.0,1,3.0,3.0,38.91,27.79,27.79,0.00,83.37,✓,,
Invoice(43).pdf,40993A,Sonnentor Viennese Melange Beans (Org) 5x500g,1/0,1/0,1.0,0.0,1.0,0.0,5,5.0,5.0,21.54,76.93,15.39,0.00,76.93,✓,,
Invoice(43).pdf,41282A,Sonnentor Cloves Ground (Org) 6x35g,1/0,1/0,1.0,0.0,1.0,0.0,6,6.0,6.0,3.02,12.96,2.16,0.00,12.96,✓,,
Invoice(43).pdf,42164A,Sonnentor Fenugreek Seeds (Org) 6x120g,1/0,1/0,1.0,0.0,1.0,0.0,6,6.0,6.0,2.95,12.63,2.10,0.00,12.63,✓,,
Invoice(43).pdf,33335A,SynerChi Ginger & Lemongrass (Org) 1x330ml,8,8,0,8.0,0,8.0,1,8.0,8.0,3.32,1.54,1.54,2.84,12.35,✓,,
