Code,Ordered,Qty,SKU,Content,Description,Price,Sale,Total,SourcePDF
1244,2,2,1,500 gram,"Quark full, Zuiver Zuivel Bio-Dynamisch NL",2.34,3.79,4.68,Order_4191830.pdf
1421,2,2,1,125 millilitre,"Crème-Fraîche, Weerribben ZuivBeilologisch NL",0.88,1.99,1.76,Order_4191830.pdf
1641,6,6,1,90 gram,"Tiramisu, Rachelli Biologisch DE",1.53,2.69,9.18,Order_4191830.pdf
1717,6,6,1,250 gram,"Ravioli 4 fromages vers, Bio-VerdBeiologisch DE",2.52,3.90,15.12,Order_4191830.pdf
1772,6,6,1,250 gram,"Tortelli ricotta and spinach fresh,B Bioiolo-gVisecrhde DE",2.47,3.81,14.82,Order_4191830.pdf
1850,6,6,1,400 gram,"Soy-yogurt natural unsweetened,B Sioolojagidsech FR",1.28,2.39,7.68,Order_4191830.pdf
1888,12,12,1,250 gram,"Sheep-yogurt Greek style, BergeBriieologisch FR",1.36,2.15,16.32,Order_4191830.pdf
2216,4,4,1,1 litre,"Kefir, Rauw Power Biologisch NL",2.21,3.55,8.84,Order_4191830.pdf
2405,2,2,1,110 gram,"Dry-wurst chorizo, St. Hendrick Biologisch NL",3.25,6.09,6.50,Order_4191830.pdf
2805,5,5,1,150 gram,"Mozzarella mini, Züger Biologisch CH",1.50,3.19,7.50,Order_4191830.pdf
3219,4,4,1,250 gram,"Cream-butter unsalted, Laitois Biologisch NL",3.09,4.69,12.36,Order_4191830.pdf
3288,8,8,1,150 gram,"Blueberry-yogurt, Pur Natur Biologisch BE",1.01,1.75,8.08,Order_4191830.pdf
3367,1,1,1,175 gram,"Spreading-cheese, Bio-Verde Biologisch DE",2.58,4.59,2.58,Order_4191830.pdf
3635,10,10,1,250 gram,"Cream-Butter salted, Laitois Biologisch NL",2.94,4.69,29.40,Order_4191830.pdf
3842,2,2,1,170 gram,"Hummus avocado, Florentin Biologisch NL",2.14,3.99,4.28,Order_4191830.pdf
4342,1,1,4.740,4 kilogram,"Goat-Cheese young mature, BasBtiiaoalongsisecnh NL",15.08,32.90,71.48,Order_4191830.pdf
4471,1,1,4.630,4.50 kilogram,"Goat-Cheese fenugreek 50+, HooBiidolaomgismcher NL",18.05,40.90,83.57,Order_4191830.pdf
4598,1,1,0.950,1 kilogram,"Chevre natural 1 kilo, BastiaanseBniologisch NL",13.92,34.50,13.22,Order_4191830.pdf
4760,7,7,1,150 gram,"Frischkäse California natural 70+B, iÖolomgaisch DE",1.25,2.89,8.75,Order_4191830.pdf
4819,1,1,1.100,1 kilogram,"Brie whole 50+ 1 kilo, Öma Bio-Dynamisch AT",13.88,30.90,15.27,Order_4191830.pdf
4875,20,20,1,150 gram,"Feta Greek, Kourellas Biologisch NL",2.01,3.79,40.20,Order_4191830.pdf
5851,2,2,1,200 gram,"Bacon-strips smoked, St. HendricBkiologisch NL",3.45,6.09,6.90,Order_4191830.pdf
5936,2,2,1,140 gram,"Roompaté, St. Hendrick Biologisch NL",1.95,3.65,3.90,Order_4191830.pdf
12057,1,1,1,270 gram,"Kimchi, SauerCrowd Biologisch NL",3.39,4.99,3.39,Order_4191830.pdf
31372,8,8,1,70 gram,"Salame Milano, Fumagalli Biologisch IT",2.17,4.19,17.36,Order_4191830.pdf
31373,3,3,1,70 gram,"Prosciutto di Parma, Fumagalli Biologisch IT",4.26,7.99,12.78,Order_4191830.pdf
31376,3,3,1,70 gram,"Pancetta, Fumagalli Biologisch IT",2.07,3.99,6.21,Order_4191830.pdf
31632,16,16,1,320 gram,"Puff-pastry, Donaustrudel Biologisch DE",2.20,3.89,35.20,Order_4191830.pdf
31632,7,7,1,320 gram,"Puff-pastry, Donaustrudel Biologisch DE",2.31,3.89,16.17,Order_4191830.pdf
31740,2,2,1,125 gram,"Sour-cream 10%, Weerribben ZuBivioelol gisch NL",0.78,1.49,1.56,Order_4191830.pdf
31778,6,6,1,400 gram,"Sheep-yoghurt natural, Bergerie Biologisch FR",1.90,3.03,11.40,Order_4191830.pdf
31897,6,6,1,200 gram,"Cottage-cheese, Züger Biologisch CH",1.02,2.19,6.12,Order_4191830.pdf
31968,6,6,1,400 gram,"Soj-yoghut Greek style natural, SBoijoalodgeisch FR",1.63,2.85,9.78,Order_4191830.pdf
32067,2,2,1,1 litre,"Whipped-cream fresh, Pur NaturBiologisch BE",7.21,10.39,14.42,Order_4191830.pdf
32198,2,2,1,500 millilitre,"Kombucha mango passion fruit, KBaior-mDyanamisch FR",2.56,4.09,5.12,Order_4191830.pdf
32199,6,6,1,1 litre,"Kombucha ginger, Karma Bio-Dynamisch FR",3.98,6.79,23.88,Order_4191830.pdf
32201,1,1,1,500 millilitre,"Goatkefir from raw goat's milk, DBei oBloognistech Weide NL",2.33,3.99,2.33,Order_4191830.pdf
32352,1,1,3.210,2.70 kilogram,"Comté BOB, Locatelli Biologisch NL",19.56,40.90,62.79,Order_4191830.pdf
32369,1,1,1.320,1.30 kilogram,"Roquefort papillon BOB, PapillonBiologisch NL",26.61,55.90,35.13,Order_4191830.pdf
32379,3,3,1,150 gram,"Parmigiano-reggiano piece of, SBainotlo'Agnisncah NL",3.77,6.89,11.31,Order_4191830.pdf
32445,3,3,1,100 gram,"Bruschetta tomato, Marqt Biologisch NL",1.79,3.19,5.37,Order_4191830.pdf
32812,3,3,2.250,2 kilogram,"Cheddar godminster, GodminsterBiologisch NL",24.89,52.90,168.01,Order_4191830.pdf
33618,3,3,1,400 gram,"Soy-yogurt blueberry cherry, SojaBdioelogisch FR",2.16,3.59,6.48,Order_4191830.pdf
33808,3,3,1,750 millilitre,"Coconut-water RAW, Rebel KitchBeionlogisch GB",4.73,7.69,14.19,Order_4191830.pdf
33985,6,6,0.284,285 gram,"Turkey-breast, Kemper Biologisch NL",28.89,50.49,49.23,Order_4191830.pdf
42035,2,2,1,275 gram,"Dairy-alternative coconut mango Bviaonloigllias,c hHarvest MooDnE",2.12,3.49,4.24,Order_4191830.pdf
42036,2,2,1,275 gram,"Dairy-alternative oat cherry, HarvBeisotlo Mgioscohn DE",1.92,3.29,3.84,Order_4191830.pdf
45000,6,6,1,250 gram,"Sheep-yogurt Greek style vanilla,B Bioelorggisecrhie FR",1.57,2.47,9.42,Order_4191830.pdf
45000,2,2,1,250 gram,"Sheep-yogurt Greek style vanilla,B Bioelorggisecrhie FR",1.65,2.47,3.30,Order_4191830.pdf
45006,15,15,0.189,200 gram,"Chicken-breast without skin, KemBpioelorgisch NL",24.49,41.60,69.43,Order_4191830.pdf
45087,3,3,1,200 gram,"Tortellini basil pesto fresh, Bio-VeBriodleogisch DE",1.96,3.05,5.88,Order_4191830.pdf
45151,2,2,1,125 gram,"Olives kalamata, Marqt Biologisch IT",1.67,3.19,3.34,Order_4191830.pdf
45153,2,2,1,125 gram,"Olive-mix garlic, Marqt Biologisch IT",1.70,3.19,3.40,Order_4191830.pdf
45154,3,3,1,125 gram,"Olives green with garlic, Marqt Biologisch IT",1.75,3.19,5.25,Order_4191830.pdf
45249,1,1,12,42 gram,"Yeast fresh, Bioreal Biologisch DE",0.35,0.69,4.20,Order_4191830.pdf
45454,2,2,1,200 gram,"Rollini spinach-cheese, Soto Biologisch DE",2.18,3.89,4.36,Order_4191830.pdf
45471,6,6,1,125 gram,"Mozzarella di bufala, Diano CaseBairoialogisch NL",1.90,3.49,11.40,Order_4191830.pdf
45476,12,12,1,250 gram,"Megarine, Vitaquell Biologisch DE",1.45,2.75,17.40,Order_4191830.pdf
45527,2,2,1,400 gram,"Soy-yogurt mango, Sojade Biologisch FR",2.15,3.59,4.30,Order_4191830.pdf
45751,1,1,1,1 litre,"Buttermilk, Ommelanden Bio-Dynamisch NL 315",1.50,2.59,1.50,Order_4191830.pdf
45762,4,4,1,250 millilitre,"Whipped-cream, Ommelanden Bio-Dynamisch NL 313",2.36,3.99,9.44,Order_4191830.pdf
45780,2,2,1,350 millilitre,"Dairy-Alternative coco start, natuBraiol,l oAgbisbchot Kinney's NL",2.45,4.39,4.90,Order_4191830.pdf
46591,7,7,1,100 gram,"Shoulder-ham, St. Hendrick Biologisch NL",2.16,3.69,15.12,Order_4191830.pdf
46592,5,5,1,100 gram,"Breakfast-bacon, St. Hendrick Biologisch NL",2.27,3.49,11.35,Order_4191830.pdf
46602,1,1,1,100 gram,"Pastrami, St. Hendrick Biologisch NL",2.97,4.99,2.97,Order_4191830.pdf
46707,2,2,1,190 gram,"Börek with spinach and feta, SotoBiologisch DE",2.24,4.39,4.48,Order_4191830.pdf
48486,8,8,1,250 millilitre,"Coconut-water RAW, Rebel KitchBeionlogisch GB",1.87,3.75,14.96,Order_4191830.pdf
48486,4,4,1,250 millilitre,"Coconut-water RAW, Rebel KitchBeionlogisch GB",1.96,3.75,7.84,Order_4191830.pdf
48673,2,2,1,200 gram,"Salmon smoked, Zalmhuis SteurBiologisch NL",8.20,14.25,16.40,Order_4191830.pdf
48675,3,3,1,150 gram,"Salmon Norwegian smoked deluxNea,t uZuar/lwmilhduis Steur NL",7.52,12.99,22.56,Order_4191830.pdf
48683,1,1,1,200 gram,"Yogurt, Biedermann Biologisch CH",0.93,1.69,0.93,Order_4191830.pdf
48708,10,10,1,200 gram,"Cheddar mature, Lye Cross FarmBiologisch NL",3.22,5.59,32.20,Order_4191830.pdf
48709,4,4,1,200 gram,"Cheddar red Leichester, Lye CrosBsio lFoagirsmch NL",3.12,5.49,12.48,Order_4191830.pdf
48775,3,3,1,240 gram,"Kimchi mild, Completeorganics Biologisch DE",2.89,4.99,8.67,Order_4191830.pdf
48816,6,6,1,500 gram,"Kefir mild 1.5%, Andechser Biologisch DE",1.15,2.19,6.90,Order_4191830.pdf
48876,3,3,1,2 pc,"Bratwurst garlic & parsley, BrandBt i&ol oLgeisvcieh NL",3.37,6.39,10.11,Order_4191830.pdf
48879,3,3,1,2 pc,"Bratwurst fennel, Brandt & Levie Biologisch NL",3.37,6.39,10.11,Order_4191830.pdf
48880,3,3,1,2 pc,"Bratwurst lemon & thyme, BrandtB &io loLgeivscieh NL",3.37,6.39,10.11,Order_4191830.pdf
97251,2,2,1,175 gram,"Hummus spicy, Marqt Biologisch BE",1.86,3.19,3.72,Order_4191830.pdf
97253,2,2,1,175 gram,"Hummus green pesto, Marqt Biologisch BE",1.84,3.19,3.68,Order_4191830.pdf
97254,4,4,1,175 gram,"Hummus sun-dried tomato, MarqBtiologisch BE",1.79,3.19,7.16,Order_4191830.pdf
97287,1,1,1,175 gram,"Muhammara, Marqt Biologisch BE",1.97,3.19,1.97,Order_4191830.pdf
97291,1,1,1,500 gram,"Yogurt stracciatella, Laitois Bio-Dynamisch DE 313",1.62,2.75,1.62,Order_4191830.pdf
97294,2,2,1,500 gram,"Yogurt mango, Laitois Bio-Dynamisch DE 313",1.60,2.75,3.20,Order_4191830.pdf
97399,2,2,1,150 gram,"Mackerel-tenderloin smoked, MaNrqattuur/wild GB",3.73,7.15,7.46,Order_4191830.pdf
97461,1,1,1,100 gram,"Tapenade green olives, Marqt Biologisch NL",1.62,3.19,1.62,Order_4191830.pdf
6000264,2,2,1,190 gram,"Burritos Mexican rolls, Soto Biologisch DE",2.17,3.79,4.34,Order_4191830.pdf
6000783,2,2,1,120 gram,"Protein-pudding nougat praliné, HBaiorlvoegsistc Mh oon DE",1.23,1.99,2.46,Order_4191830.pdf
6000784,2,2,1,120 gram,"Protein-pudding double chocolateB,i oHloagrivscehst Moon DE",1.23,1.99,2.46,Order_4191830.pdf
6000785,2,2,1,120 gram,"Protein-pudding chocolate tiramisBuio, loHgaisrcvhest Moon DE",1.23,1.99,2.46,Order_4191830.pdf
6000814,3,3,1,100 gram,"Pesto basil, Marqt Biologisch NL",1.75,3.19,5.25,Order_4191830.pdf
6000852,2,2,1,150 gram,"Cheese-slices lactose free, DanaBteiollogisch BE",2.06,3.69,4.12,Order_4191830.pdf
6000926,3,3,1,2 pc,"Sausage sun-dried tomato and oBlivioelo, gBisrcahndt & Levie NL",3.38,6.39,10.14,Order_4191830.pdf
6001588,2,2,1,230 gram,"Kimchi mediterranean, CompleteBoirogloagnisiccsh DE",2.89,4.99,5.78,Order_4191830.pdf
6001737,1,1,1,210 gram,"Smoked sausage aged cheese aBnido lomguisscthard, Brandt N&L Levie",4.53,7.89,4.53,Order_4191830.pdf
51,1,1,10,1 kilogram,"Onions 40/60, . Bio-DynamisKclhasse I NL",1.02,2.59,10.20,Order_4191832.pdf
53,1,1,10,1 kilogram,"Onions red 40/60, . Bio-DynamisKclhasse I NL",1.33,2.99,13.30,Order_4191832.pdf
71,1,1,1,1 kilogram,"Rucola/rocket, . Biologisch Klasse I IT",10.03,19.90,10.03,Order_4191832.pdf
108,1,1,8,1 pc,"Cauliflower, . Biologisch Klasse II FR",1.40,3.59,11.20,Order_4191832.pdf
115,1,1,6,1 kilogram,"Broccoli, . Biologisch Klasse I FR",2.93,6.98,17.58,Order_4191832.pdf
118,1,1,8,1 pc,"Cabbage red, . Bio-DynamisKclhasse II NL",1.47,2.99,11.76,Order_4191832.pdf
249,2,2,5,450 gram,"Baby potato, . Biologisch Klasse I NL",1.39,1.99,13.90,Order_4191832.pdf
307,1,1,5,1 kilogram,"Leek, . Biologisch Klasse II NL",2.72,5.98,13.60,Order_4191832.pdf
342,9,9,1,200 gram,"Precooked chestnuts, . Biologisch Klasse I FR",3.38,4.99,30.42,Order_4191832.pdf
447,2,2,1,130 gram,"Gardencress (9), Discover FreshBiologisch Klasse I NL",0.63,1.09,1.26,Order_4191832.pdf
470,1,1,1,1 kilogram,"Peppers red hot chili, . Biologisch Klasse II NL",11.72,24.90,11.72,Order_4191832.pdf
517,1,1,7,1 kilogram,"Conference pear, . Bio-DynamisKclhasse II NL",2.55,3.98,17.85,Order_4191832.pdf
750,1,1,1,1 kilogram,"Horseradish, . Biologisch Klasse I NL",18.47,35.90,18.47,Order_4191832.pdf
11187,1,1,1,175 gram,"Cranberries prepacked, . Biologisch NL",2.76,4.59,2.76,Order_4191832.pdf
17116,1,1,10,200 gram,"Broccoli® bimi, . Biologisch Klasse I ES",1.98,3.59,19.80,Order_4191832.pdf
17183,1,1,1,50 gram,"Sprouts sango, . Biologisch Klasse I NL",0.85,1.49,0.85,Order_4191832.pdf
6001055,1,1,12,250 gram,"Dates medjoul candy, . Biologisch Klasse I ES",5.51,7.99,66.12,Order_4191832.pdf
6001086,1,1,3,25 gram,"Chives, . Biologisch ES",1.01,1.99,3.03,Order_4191832.pdf
