Filename,Code,Product,Ordered,Qty,Ordered_Cases,Ordered_Units,Delivered_Cases,Delivered_Units,Case_Size,Total_Ordered_Units,Total_Delivered_Units,RSP,Price,Unit_Cost,Tax,Value,Price_Valid,Calc_Method,Expected_Value
Invoice(42).pdf,50236B,Biohealth Comfrey Ointment 1x84g,1,1,0,1.0,0,1.0,1,1.0,1.0,21.35,11.57,11.57,2.66,11.57,✓,,
Invoice(42).pdf,14021A,Biona Arrabbiata Hot & Spicy Pasta Sauce ( 6x350g,1/0,1/0,1.0,0.0,1.0,0.0,6,6.0,6.0,3.49,14.95,2.49,0.00,14.95,✓,,
Invoice(42).pdf,17078A,Biona Black Beans (Org) 6x400g,1/0,1/0,1.0,0.0,1.0,0.0,6,6.0,6.0,1.59,6.83,1.14,0.00,6.83,✓,,
Invoice(42).pdf,20246A,Biona Cider Vinegar with Mother (Org) 6x750ml,1/0,1/0,1.0,0.0,1.0,0.0,6,6.0,6.0,4.43,16.13,2.69,0.00,16.13,✓,,
Invoice(42).pdf,28976A,Biona Pomegranate Hearts (Org) 10x75g,1/0,1/0,1.0,0.0,1.0,0.0,10,10.0,10.0,2.68,15.55,1.56,3.58,15.55,✓,,
Invoice(42).pdf,32865A,Biona Peanut Butter Crunchy Salt (Org) 6x1kg,1/0,1/0,1.0,0.0,1.0,0.0,6,6.0,6.0,12.70,54.41,9.07,0.00,54.41,✓,,
Invoice(42).pdf,50447A,Biona Aubergine Pesto (Org) 6x140g,1/0,1/0,1.0,0.0,1.0,0.0,6,6.0,6.0,3.72,15.95,2.66,0.00,15.95,✓,,
Invoice(42).pdf,50945A,Biona Blackstrap Molasses Jar (Org) 6x500g,1/0,1/0,1.0,0.0,1.0,0.0,6,6.0,6.0,3.56,12.97,2.16,0.00,12.97,✓,,
Invoice(42).pdf,39785A,Feel Good Organic KOerganic Kefir (Org) 1x250ml,2,2,0,2.0,0,2.0,1,2.0,2.0,2.65,1.89,1.89,0.00,3.78,✓,,
Invoice(42).pdf,39786A,Feel Good Organic KOerganic Kefir (Org) 1x750ml,8,8,0,8.0,0,8.0,1,8.0,8.0,6.72,4.80,4.80,0.00,38.39,✓,,
Invoice(42).pdf,48649A,Booja Booja Choc Salted Caramel Truffles (Org) 16x2Pk,1/0,1/0,1.0,0.0,1.0,0.0,16,16.0,16.0,2.42,22.44,1.40,5.16,22.44,✓,,
Invoice(42).pdf,10728A,Clearspring Sunflower Frying Oil (Org) 6x500ml,1/0,1/0,1.0,0.0,1.0,0.0,6,6.0,6.0,6.37,27.29,4.55,0.00,27.29,✓,,
Invoice(42).pdf,10787A,Clipper Peppermint Teabags (Org) 6x20Bags,1/0,1/0,1.0,0.0,1.0,0.0,6,6.0,6.0,3.67,15.74,2.62,0.00,15.74,✓,,
Invoice(42).pdf,10788A,Clipper Redbush (Rooibos) (Org) 6x80Bags,1/0,1/0,1.0,0.0,1.0,0.0,6,6.0,6.0,6.69,28.66,4.78,0.00,28.66,✓,,
Invoice(42).pdf,28003A,Clipper Earl Grey (Org) 80s 6x80Bags,1/0,1/0,1.0,0.0,1.0,0.0,6,6.0,6.0,6.40,27.43,4.57,0.00,27.43,✓,,
Invoice(42).pdf,45089A,Clipper Decaf (Org) FT 40 Bags 6x40Bags,1/0,1/0,1.0,0.0,1.0,0.0,6,6.0,6.0,5.57,23.87,3.98,0.00,23.87,✓,,
Invoice(42).pdf,45372A,Clipper Everyday 80s (Org) 4x80Bags,1/0,1/0,1.0,0.0,1.0,0.0,4,4.0,4.0,6.18,17.66,4.42,0.00,17.66,✓,,
Invoice(42).pdf,43211A,Cocos Coconut Milk Kefir Strawb (Org)(DRS) 6x200ml,0/3,0/3,0.0,3.0,0.0,3.0,6,3.0,3.0,4.38,18.79,3.13,0.00,9.39,✓,,
Invoice(42).pdf,43211D,Cocos Deposit Coconut Milk Kefir Strawb DRS-1,0,3,0,0.0,0,3.0,,0.0,3.0,0.15,0.15,0.15,0.00,0.45,✓,,
Invoice(42).pdf,40166A,Cultured Food Co. RAW Sauerkraut Carrot & Fennel (Org) 1x400g,2,2,0,2.0,0,2.0,1,2.0,2.0,6.05,4.32,4.32,0.00,8.64,✓,,
Invoice(42).pdf,40167A,Cultured Food Co. RAW Sauerkraut Chilli & Dill (Org) 1x400g,1,1,0,1.0,0,1.0,1,1.0,1.0,6.05,4.32,4.32,0.00,4.32,✓,,
Invoice(42).pdf,18522B,Delamere Goat's Butter 10x250g,1/4,1/4,1.0,4.0,1.0,4.0,10,14.0,14.0,5.86,41.83,4.18,0.00,58.57,✓,,
Invoice(42).pdf,11101A,Doves Farm Plain White Flour (Org) 5x1kg,1/0,1/0,1.0,0.0,1.0,0.0,5,5.0,5.0,2.46,8.79,1.76,0.00,8.79,✓,,
Invoice(42).pdf,11105A,Doves Farm Rye Flour Wholemeal (Org) 5x1kg,1/0,1/0,1.0,0.0,1.0,0.0,5,5.0,5.0,2.48,8.87,1.77,0.00,8.87,✓,,
Invoice(42).pdf,14670B,Doves Farm Baking Powder GF 5x130g,1/0,1/0,1.0,0.0,1.0,0.0,5,5.0,5.0,1.99,6.04,1.21,0.00,6.04,✓,,
Invoice(42).pdf,19201B,Eco Bath Co Natural Sisal Nail Brush 1x1,1,1,0,1.0,0,1.0,1,1.0,1.0,4.25,2.30,2.30,0.53,2.30,✓,,
Invoice(42).pdf,36127B,Ecover Washing Powder (Bio Concentrated) 6x750g,1/0,1/0,1.0,0.0,1.0,0.0,6,6.0,6.0,8.67,30.21,5.04,6.95,30.21,✓,,
Invoice(42).pdf,40660B,Ecover Fabric Conditioner Apple 1x15L,1,1,0,1.0,0,1.0,1,1.0,1.0,57.55,33.42,33.42,7.69,33.42,✓,,
Invoice(42).pdf,46059B,Ecozone Biodegradable 60Ltr Bin Liners 1x30s,1,1,0,1.0,0,1.0,1,1.0,1.0,7.88,4.57,4.57,1.05,4.57,✓,,
Invoice(42).pdf,11392B,Faith In Nature Rosemary Pure Soap 6x100g,1/0,1/0,1.0,0.0,1.0,0.0,6,6.0,6.0,3.36,10.93,1.82,2.51,10.93,✓,,
Invoice(42).pdf,49807B,Faith in Nature Lavender & Geranium Body Wash 1x1Ltr,2,2,0,2.0,0,2.0,1,2.0,2.0,15.39,8.34,8.34,3.84,16.69,✓,,
Invoice(42).pdf,46829A,Gino Girolomoni Penne (Org) 12x500g,1/0,1/0,1.0,0.0,1.0,0.0,12,12.0,12.0,1.88,16.11,1.34,0.00,16.11,✓,,
Invoice(42).pdf,27755A,Green People Moisturising Conditioner (Org) 1x200ml,2,2,0,2.0,0,2.0,1,2.0,2.0,18.93,10.26,10.26,4.72,20.52,✓,,
Invoice(42).pdf,39655A,"Heath and Heather Dandelion,Burdock & Hawthorn (Org) 6x20Bags",1/0,1/0,1.0,0.0,1.0,0.0,6,6.0,6.0,3.34,14.32,2.39,0.00,14.32,✓,,
Invoice(42).pdf,50267B,Hungry Soul Smoked Paprika Cashew Cream Spread 1x120g,2,2,0,2.0,0,2.0,1,2.0,2.0,6.28,4.49,4.49,0.00,8.98,✓,,
Invoice(42).pdf,12465A,IND Prepacks OrganCicranberries (Org) 6x250g,1/0,1/0,1.0,0.0,1.0,0.0,6,6.0,6.0,10.66,42.65,7.11,0.00,42.65,✓,,
Invoice(42).pdf,12616A,IND Prepacks OrganPicinhead Oatmeal (Org) 6x1Kg,1/0,1/0,1.0,0.0,1.0,0.0,6,6.0,6.0,3.85,15.38,2.56,0.00,15.38,✓,,
Invoice(42).pdf,28551A,IND Prepacks OrganPicsyllium Husks (Org) 1x250g,2,2,0,2.0,0,2.0,1,2.0,2.0,10.48,6.99,6.99,0.00,13.97,✓,,
Invoice(42).pdf,38438A,IND Prepacks OrganDicates (Org) 6x500g,1/0,1/0,1.0,0.0,1.0,0.0,6,6.0,6.0,5.53,22.13,3.69,0.00,22.13,✓,,
Invoice(42).pdf,34116B,Mag 365 Original Magnesium 1x150g,2,2,0,2.0,0,2.0,1,2.0,2.0,17.59,10.33,10.33,2.79,20.66,✓,,
Invoice(42).pdf,49381B,Juspy Collagen Protein Cacao Superfood Ble 1x200g,1,1,0,1.0,0,1.0,1,1.0,1.0,18.89,11.89,11.89,1.61,11.89,✓,,
Invoice(42).pdf,13957A,Kallo Classic Cornflakes (Org) 12x375g,1/0,1/0,1.0,0.0,1.0,0.0,12,12.0,12.0,4.78,40.99,3.42,0.00,40.99,✓,,
Invoice(42).pdf,44241A,Karma Cola Karma Cola 24x330ml,1/0,1/0,1.0,0.0,1.0,0.0,24,24.0,24.0,3.96,55.17,2.30,12.69,55.17,✓,,
Invoice(42).pdf,45856B,Kerzenfarm Beeswax Pillar Thin 1x1,1,1,0,1.0,0,1.0,1,1.0,1.0,11.29,6.12,6.12,1.41,6.12,✓,,
Invoice(42).pdf,48796A,Kiki (*EM*) Mushroom Coffee Powder (Org) 1x75g,2,2,0,2.0,0,2.0,1,2.0,2.0,30.21,14.50,14.50,0.00,29.00,✓,,
Invoice(42).pdf,50788A,KIKI (*EM*) Castor Oil (Org) 1x250ml,3,3,0,3.0,0,3.0,1,3.0,3.0,12.42,6.06,6.06,4.18,18.17,✓,,
Invoice(42).pdf,47379A,King Soba White Rice Paper (Org) 10x200g,1/0,1/0,1.0,0.0,1.0,0.0,10,10.0,10.0,3.90,27.83,2.78,0.00,27.83,✓,,
Invoice(42).pdf,10922B,Kingfisher Baking Soda Mint 12x100ml,0/3,0/3,0.0,3.0,0.0,3.0,12,3.0,3.0,5.58,36.32,3.03,2.09,9.08,✓,,
Invoice(42).pdf,16247B,Kingfisher Aloe Vera Tea Tree Fennel Toothpaste 12x100ml,0/1,0/1,0.0,1.0,0.0,1.0,12,1.0,1.0,5.58,36.32,3.03,0.70,3.03,✓,,
Invoice(42).pdf,33281B,Kingfisher Childrens Strawberry Toothpaste 12x100ml,0/1,0/1,0.0,1.0,0.0,1.0,12,1.0,1.0,5.58,36.32,3.03,0.70,3.03,✓,,
Invoice(42).pdf,40176B,Kingfisher Charcoal Natural Toothpaste 12x100ml,0/2,0/2,0.0,2.0,0.0,2.0,12,2.0,2.0,5.58,36.32,3.03,1.39,6.05,✓,,
Invoice(42).pdf,34902B,Linwoods Milled Chia Seed 1x200g,3,3,0,3.0,0,3.0,1,3.0,3.0,8.16,5.83,5.83,0.00,17.48,✓,,
Invoice(42).pdf,34904A,Linwoods Milled Flaxseed & Goji Berries (Org) 1x425g,3,3,0,3.0,0,3.0,1,3.0,3.0,8.29,5.92,5.92,0.00,17.77,✓,,
Invoice(42).pdf,34910A,Linwoods Milled Flaxseed 200g (Org) 1x200g,3,3,0,3.0,0,3.0,1,3.0,3.0,4.62,3.30,3.30,0.00,9.91,✓,,
Invoice(42).pdf,45666A,Linwoods Milled Hemp Seed/Flax/Chia Seeds (Or 1x200g,2,2,0,2.0,0,2.0,1,2.0,2.0,5.92,4.23,4.23,0.00,8.45,✓,,
Invoice(42).pdf,30010B,Method Daily Granite Spray 1x354ml,1,1,0,1.0,0,1.0,1,1.0,1.0,7.18,3.34,3.34,0.77,3.34,✓,,
Invoice(42).pdf,30593B,Method Stainless Steel Polish Spray 1x354ml,1,1,0,1.0,0,1.0,1,1.0,1.0,8.12,4.72,4.72,1.09,4.72,✓,,
Invoice(42).pdf,41198A,Mogli Spelt Pretzels (Org) 10x50g,1/0,1/0,1.0,0.0,1.0,0.0,10,10.0,10.0,1.80,11.32,1.13,1.53,11.31,✓,,
Invoice(42).pdf,12897A,Nairns Oatcakes (Org) 12x250g,1/0,1/0,1.0,0.0,1.0,0.0,12,12.0,12.0,3.10,17.26,1.44,3.97,17.26,✓,,
Invoice(42).pdf,37145A,Nairns Super Seeded Oatcakes (Org) 8x200g,1/0,1/0,1.0,0.0,1.0,0.0,8,8.0,8.0,3.51,13.05,1.63,3.00,13.05,✓,,
Invoice(42).pdf,12842A,Natural Cool Green Beans (Org) 8x450g,0/1,0/1,0.0,1.0,0.0,1.0,8,1.0,1.0,3.05,17.42,2.18,0.00,2.18,✓,,
Invoice(42).pdf,12844A,Natural Cool Leaf Spinach (Org) 8x450g,0/3,0/3,0.0,3.0,0.0,3.0,8,3.0,3.0,3.05,17.42,2.18,0.00,6.53,✓,,
Invoice(42).pdf,12845A,Natural Cool Peas Demeter 8x450g,0/1,0/1,0.0,1.0,0.0,1.0,8,1.0,1.0,4.20,24.02,3.00,0.00,3.00,✓,,
Invoice(42).pdf,20649A,Natural Cool Broccoli (Org) 8x300g,0/2,0/2,0.0,2.0,0.0,2.0,8,2.0,2.0,3.05,17.42,2.18,0.00,4.36,✓,,
Invoice(42).pdf,20653A,Natural Cool Strawberries (Org) 10x300g,0/4,0/4,0.0,4.0,0.0,4.0,10,4.0,4.0,6.03,43.07,4.31,0.00,17.23,✓,,
Invoice(42).pdf,44062A,Natural Cool Curly Kale (Org) 8x450g,0/3,0/3,0.0,3.0,0.0,3.0,8,3.0,3.0,2.86,16.37,2.05,0.00,6.14,✓,,
Invoice(42).pdf,46446A,Natural Cool Mini Hash Browns (Rosti) (Org) 10x390g,0/1,0/1,0.0,1.0,0.0,1.0,10,1.0,1.0,4.74,33.83,3.38,0.00,3.38,✓,,
Invoice(42).pdf,43060A,Naturli Vegan Butter Block (Org) GF 15x200g,0/2,0/2,0.0,2.0,0.0,2.0,15,2.0,2.0,2.88,30.89,2.06,0.00,4.12,✓,,
Invoice(42).pdf,10947A,Nielsen Massey Vanilla Extract (Org) Madagascan 1x118ml,1,1,0,1.0,0,1.0,1,1.0,1.0,25.61,18.29,18.29,0.00,18.29,✓,,
Invoice(42).pdf,10948A,Nielsen Massey Vanilla Extract (Org) Madagascan 1x60ml,2,2,0,2.0,0,2.0,1,2.0,2.0,13.62,9.73,9.73,0.00,19.46,✓,,
Invoice(42).pdf,35328A,Niks Tea Pu Erh (Org) 1x80g,1,1,0,1.0,0,1.0,1,1.0,1.0,5.36,3.83,3.83,0.00,3.83,✓,,
Invoice(42).pdf,47175A,Niks Tea Hibiscus (Org) 1x60g,7,7,0,7.0,0,7.0,1,7.0,7.0,4.73,3.38,3.38,0.00,23.66,✓,,
Invoice(42).pdf,51246B,ProVen Kids Chewable Immunity Vits 1x60Tabs,1,1,0,1.0,0,1.0,1,1.0,1.0,10.44,6.13,6.13,0.83,6.13,✓,,
Invoice(42).pdf,13756A,Rabenhorst Beetroot Juice (100%) (Org) 6x750ml,2/0,2/0,2.0,0.0,2.0,0.0,6,12.0,12.0,4.51,15.72,2.62,7.23,31.43,✓,,
Invoice(42).pdf,44560A,Rabenhorst Antiox Juice (Org) 6x750ml,1/0,1/0,1.0,0.0,1.0,0.0,6,6.0,6.0,5.44,18.97,3.16,4.36,18.97,✓,,
Invoice(42).pdf,48641B,Rabenhorst Relaxing with Magnesium 6x750ml,1/0,1/0,1.0,0.0,1.0,0.0,6,6.0,6.0,5.23,18.23,3.04,4.19,18.23,✓,,
Invoice(42).pdf,39875A,Rude Health Chickpea & Lentil Crackers (Org) 8x120g,1/0,1/0,1.0,0.0,1.0,0.0,8,8.0,8.0,2.34,11.76,1.47,1.59,11.76,✓,,
Invoice(42).pdf,48027A,Sambazon Acai Scoopable (Org) 1x500ml,2,2,0,2.0,0,2.0,1,2.0,2.0,8.48,4.92,4.92,2.27,9.85,✓,,
Invoice(42).pdf,37730B,Shines of Killybegs Irish Albacore Tuna in Olive Oil Tin 1x111g,3,3,0,3.0,0,3.0,1,3.0,3.0,5.41,3.87,3.87,0.00,11.60,✓,,
Invoice(42).pdf,19978A,Sojade Blueberry Soya Yoghurt (Org) 6x150g,0/2,0/2,0.0,2.0,0.0,2.0,6,2.0,2.0,1.72,7.37,1.23,0.00,2.46,✓,,
Invoice(42).pdf,22742A,Sojade Vanilla Soya Yoghurt (Org) 6x400g,0/2,0/2,0.0,2.0,0.0,2.0,6,2.0,2.0,3.37,14.44,2.41,0.00,4.81,✓,,
Invoice(42).pdf,39156A,Sonnentor Turmeric Ground (Org) 6x40g,1/0,1/0,1.0,0.0,1.0,0.0,6,6.0,6.0,2.54,10.87,1.81,0.00,10.87,✓,,
Invoice(42).pdf,39157A,Sonnentor Cinnamon Ceylon Ground (Org) 6x40g,1/0,1/0,1.0,0.0,1.0,0.0,6,6.0,6.0,2.54,10.87,1.81,0.00,10.87,✓,,
Invoice(42).pdf,39187A,Sonnentor Cloves Whole (Org) 6x35g,1/0,1/0,1.0,0.0,1.0,0.0,6,6.0,6.0,3.02,12.96,2.16,0.00,12.96,✓,,
Invoice(42).pdf,40739A,Sonnentor Thyme (Org) 6x25g,1/0,1/0,1.0,0.0,1.0,0.0,6,6.0,6.0,2.29,9.83,1.64,0.00,9.83,✓,,
Invoice(42).pdf,40741A,Sonnentor Dill (Org) 6x15g,1/0,1/0,1.0,0.0,1.0,0.0,6,6.0,6.0,2.54,10.87,1.81,0.00,10.87,✓,,
Invoice(42).pdf,40746A,Sonnentor Mustard Seeds Yellow (Org) 6x120g,1/0,1/0,1.0,0.0,1.0,0.0,6,6.0,6.0,2.54,10.87,1.81,0.00,10.87,✓,,
Invoice(42).pdf,40751A,Sonnentor Garlic Granules (Org) 6x40g,1/0,1/0,1.0,0.0,1.0,0.0,6,6.0,6.0,2.54,10.87,1.81,0.00,10.87,✓,,
Invoice(42).pdf,40992A,Sonnentor Viennese Espresso Beans KILO (Org) 1x1kg,2,2,0,2.0,0,2.0,1,2.0,2.0,38.91,27.79,27.79,0.00,55.58,✓,,
Invoice(42).pdf,41285A,Sonnentor Curry Sweet (Org) 6x50g,1/0,1/0,1.0,0.0,1.0,0.0,6,6.0,6.0,3.31,14.19,2.36,0.00,14.19,✓,,
Invoice(42).pdf,46712A,Sonnentor Roasted Dandelion Root (Org) Temp Un 3x75g,1/0,1/0,1.0,0.0,1.0,0.0,3,3.0,3.0,9.66,20.70,6.90,0.00,20.70,✓,,
Invoice(42).pdf,33335A,SynerChi Ginger & Lemongrass (Org) 1x330ml,5,5,0,5.0,0,5.0,1,5.0,5.0,3.32,1.54,1.54,1.78,7.72,✓,,
Invoice(42).pdf,33336A,SynerChi Oranges & Lemon (Org) 1x330ml,1,1,0,1.0,0,1.0,1,1.0,1.0,3.32,1.54,1.54,0.35,1.54,✓,,
Invoice(42).pdf,45357B,Together Health OceanPure Magnesium 1x30Caps,2,2,0,2.0,0,2.0,1,2.0,2.0,8.38,4.92,4.92,1.33,9.85,✓,,
Invoice(42).pdf,45361B,Together Health Wholeherb KSM-66 Ashwagandha 1x30Caps,3,3,0,3.0,0,3.0,1,3.0,3.0,13.42,7.88,7.88,3.19,23.64,✓,,
Invoice(42).pdf,46384B,Together Health Bone Aid 1x60Caps,1,1,0,1.0,0,1.0,1,1.0,1.0,16.22,7.62,7.62,1.03,7.62,✓,,
Invoice(42).pdf,36783A,True Natural GoodneCsacao Nibs (Org) 1x125g,3,3,0,3.0,0,3.0,1,3.0,3.0,6.84,4.89,4.89,0.00,14.66,✓,,
Invoice(42).pdf,36785A,True Natural GoodneCsacao Powder (Org) 1x120g,3,3,0,3.0,0,3.0,1,3.0,3.0,5.23,3.74,3.74,0.00,11.22,✓,,
Invoice(42).pdf,36786A,True Natural GoodneCsacao Powder (Org) 1x220g,5,5,0,5.0,0,5.0,1,5.0,5.0,8.14,5.81,5.81,0.00,29.06,✓,,
Invoice(42).pdf,37964A,True Natural GoodneHsemp Seeds Shelled (Org) 1x250g,3,3,0,3.0,0,3.0,1,3.0,3.0,6.36,4.54,4.54,0.00,13.63,✓,,
Invoice(42).pdf,46574A,True Natural GoodneRsice Protein (Org) 1x250g,2,2,0,2.0,0,2.0,1,2.0,2.0,8.09,5.09,5.09,1.37,10.18,✓,,
Invoice(42).pdf,51053A,True Natural GoodneCshocolate Whey Protein (Org) 1x250g,2,2,0,2.0,0,2.0,1,2.0,2.0,14.28,8.99,8.99,2.43,17.97,✓,,
Invoice(42).pdf,50435A,Ucha Kombucha Rapberry Kombucha (Org) 1x350ml,8,8,0,8.0,0,8.0,1,8.0,8.0,3.00,1.74,1.74,3.20,13.92,✓,,
Invoice(42).pdf,23016B,Urtekram Soft Wild Rose Body Lotion 6x245ml,0/1,0/1,0.0,1.0,0.0,1.0,6,1.0,1.0,14.09,45.83,7.64,1.76,7.64,✓,,
Invoice(42).pdf,44156A,Urtekram ToothpasteStrong Mint Sensitive (Org 6x75ml,0/2,0/2,0.0,2.0,0.0,2.0,6,2.0,2.0,6.46,21.02,3.50,1.61,7.01,✓,,
Invoice(42).pdf,18639A,Veggie Wash Veggie Wash Concentrate 1x500ml,1,1,0,1.0,0,1.0,1,1.0,1.0,8.62,5.01,5.01,1.15,5.01,✓,,
Invoice(42).pdf,40491A,Vivani Organic ChocoCocoa (Org) 12x400g,1/0,1/0,1.0,0.0,1.0,0.0,12,12.0,12.0,5.41,46.41,3.87,0.00,46.41,✓,,
Invoice(42).pdf,44776A,Wexford Home PreseOrvrange Marmalade (Org) 6x230g,1/0,1/0,1.0,0.0,1.0,0.0,6,6.0,6.0,4.41,18.90,3.15,0.00,18.90,✓,,
Invoice(42).pdf,49881B,Zaytoun Olive Oil FT 6x250ml,1/0,1/0,1.0,0.0,1.0,0.0,6,6.0,6.0,12.32,52.80,8.80,0.00,52.80,✓,,
Invoice(42).pdf,13206B,Avalon Organics Rosemary Shampoo TEMP UNAVAILABLE 1x325ml,1,0,0,1.0,0,0.0,1,1.0,0.0,12.52,6.79,6.79,0.00,0.00,✓,,
Invoice(42).pdf,46184A,Avalon Organics Biotin B-Complex Shampoo (Org) TEMP 1x414ml,1,0,0,1.0,0,0.0,1,1.0,0.0,15.03,8.15,8.15,0.00,0.00,✓,,
